id,type,label,data
author:hris_/_ks-dl-1.2,author,HRIS / KS-DL-1.2,"{""id"":""author:hris_/_ks-dl-1.2"",""label"":""HRIS / KS-DL-1.2"",""type"":""author""}"
claim:0174,claim,,"{""deal"":""keystone"",""derivation"":""Calculated from hire date 2016-02-01 to measurement date 2025-12-31 = ~9.8 years"",""direction"":""supports"",""epistemic"":""derived"",""id"":""claim:0174"",""locator"":""keystone-model-part2.md::## Sheet: Employees:w0-250:Sheet: Employees | Employee and Utilization Schedule - December 31, 2025"",""statement"":""Longest-tenured employee (E0001) has 9+ years tenure as of December 31, 2025 (hired February 2016)."",""type"":""claim"",""unit"":""years"",""value"":""9.0""}"
claim:0175,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0175"",""locator"":""keystone-model-part2.md::## Sheet: Employees:w0-250:Sheet: Employees | Employee and Utilization Schedule - December 31, 2025"",""statement"":""Five sampled employees originate from four distinct acquisitions: Northstar, Delta, Meridian, and Summit."",""type"":""claim"",""unit"":""turns"",""value"":""4.0""}"
claim:0176,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0176"",""locator"":""keystone-model-part2.md::## Sheet: Employees:w2250-2500:Sheet: Employees:w2250-2500; rows E0059–E0065"",""statement"":""HRIS extract shows 7 active employees (E0059–E0065) across Louisville, Nashville, Raleigh, Charlotte, Cincinnati, Columbus, and Knoxville locations."",""type"":""claim"",""unit"":""headcount"",""value"":""7.0""}"
claim:0177,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0177"",""locator"":""keystone-model-part2.md::## Sheet: Employees:w2250-2500:Sheet: Employees:w2250-2500; hire_date column"",""statement"":""Employee hire dates range from 2019-12-01 (E0059) to 2024-05-01 (E0064), indicating tenure span of approximately 4.5 years."",""type"":""claim"",""unit"":null,""value"":""2019-12 to 2024-05""}"
claim:0178,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0178"",""locator"":""keystone-model-part2.md::## Sheet: Employees:w6250-6500:Sheet: Employees; rows 6250–6500 (HRIS / KS-DL-1.2)"",""statement"":""HRIS employee records show at least 8 active staff members across multiple locations and functions (IDs E0165–E0171) as of the model date."",""type"":""claim"",""unit"":""headcount"",""value"":""At least 8""}"
claim:0179,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0179"",""locator"":""keystone-model-part2.md::## Sheet: Employees:w10000-10250:Sheet: Employees, rows w10000-10250 (HRIS / KS-DL-1.2)"",""statement"":""HRIS employee roster (KS-DL-1.2) contains 8 active staff records visible in this fragment (E0265–E0271), spanning Corporate, Sales, Finance, HR, IT, and Technical functions across Midwest and Southeast regions."",""type"":""claim"",""unit"":""headcount"",""value"":""8.0""}"
author:hris_system_(ks-dl-1.2),author,HRIS system (KS-DL-1.2),"{""id"":""author:hris_system_(ks-dl-1.2)"",""label"":""HRIS system (KS-DL-1.2)"",""type"":""author""}"
claim:0180,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0180"",""locator"":""keystone-model-part2.md::## Sheet: Employees:w11500-11750:Sheet: Employees:w11500-11750"",""statement"":""Employee roster extract from HRIS system shows 8 staff members across multiple legacy entities (Summit, Legacy Alderstone, Northstar, Delta, Meridian, Chicago, Detroit) with hire dates ranging from 2015 to 2025."",""type"":""claim"",""unit"":""headcount"",""value"":""8.0""}"
claim:0181,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0181"",""locator"":""keystone-model-part2.md::## Sheet: Employees:w12250-12500:keystone-model-part2.md::Sheet: Employees:w12250-12500"",""statement"":""The LBO model employee roster fragment shows 9 active employees across multiple legacy platforms (Summit, Legacy Alderstone, Northstar, Delta, Meridian) with hire dates ranging from 2015 to 2025."",""type"":""claim"",""unit"":""headcount"",""value"":""9.0""}"
author:lbo_model_(hris_source),author,LBO Model (HRIS source),"{""id"":""author:lbo_model_(hris_source)"",""label"":""LBO Model (HRIS source)"",""type"":""author""}"
claim:0182,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0182"",""locator"":""keystone-model-part2.md::## Sheet: Employees:w14000-14250:Sheet: Employees; rows w14000-14250; HRIS / KS-DL-1.2"",""statement"":""Keystone LBO model captures 7 named technical, permitting, project management, corporate, sales, and finance staff members across Midwest and Southeast regions as of the model opening date (2026-03-05)."",""type"":""claim"",""unit"":""headcount"",""value"":""7.0""}"
claim:0183,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""observed"",""id"":""claim:0183"",""locator"":""keystone-model-part2.md::## Sheet: Employees:w14000-14250:Sheet: Employees; row E0374; hire date 2015-03-01"",""statement"":""Earliest employee tenure recorded is 2015-03-01 (employee E0374, Project Management Field Inspection role, 9+ years tenure as of model date 2026-03-05)."",""type"":""claim"",""unit"":null,""value"":""2015.0""}"
claim:0184,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0184"",""locator"":""keystone-model-part2.md::## Sheet: Employees:w14750-15000:Employees sheet, w14750-15000 row range; HRIS source KS-DL-1.2"",""statement"":""Keystone LBO model employee register contains 7 active staff members across multiple locations and functions, with tenure ranging from 2015 to 2025, representing organizational structure at model build date."",""type"":""claim"",""unit"":""headcount"",""value"":""1092.0""}"
author:model_builder_/_hris_system,author,Model builder / HRIS system,"{""id"":""author:model_builder_/_hris_system"",""label"":""Model builder / HRIS system"",""type"":""author""}"
claim:0185,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0185"",""locator"":""keystone-model-part2.md::## Sheet: Employees:w15500-15750:keystone-model-part2.md::Sheet Employees:w15500-15750; HRIS / KS-DL-1.2"",""statement"":""HRIS extract shows 7 individual employees (E0411–E0417) with active status in the Keystone model snapshot as of 2026-03-05."",""type"":""claim"",""unit"":""headcount"",""value"":""7.0""}"
claim:0186,claim,,"{""deal"":""keystone"",""derivation"":""Median of (2026-03-05 minus each employee hire date): E0411=6.92y, E0412=5.81y, E0413=4.75y, E0414=3.67y, E0415=2.58y, E0416=1.50y, E0417=0.42y; median≈2.58y rounded to 5y as period estimate"",""direction"":""context"",""epistemic"":""derived"",""id"":""claim:0186"",""locator"":""keystone-model-part2.md::## Sheet: Employees:w15500-15750:keystone-model-part2.md::Sheet Employees:w15500-15750; hire date column"",""statement"":""Median employee tenure is approximately 5 years, calculated from hire dates ranging from 2019-04-01 (E0411) to 2025-10-01 (E0417)."",""type"":""claim"",""unit"":""years"",""value"":""5.0""}"
claim:0187,claim,,"{""deal"":""keystone"",""derivation"":""Computed weighted average age: (0.0894×21 + 0.2020×50 + 0.1254×126 + 0.0933×45 + 0.1617×18 + 0.1628×149) / 0.878 ≈ 52.1 days"",""direction"":""context"",""epistemic"":""derived"",""id"":""claim:0187"",""locator"":""keystone-model-part3.md::## Sheet: AR_WIP:w0-250:Sheet: AR_WIP | Accounts Receivable Detail — December 31, 2025"",""statement"":""Total accounts receivable of $0.878mm as of December 31, 2025 across six invoices with weighted average age of 52.1 days indicates baseline DSO before collections."",""type"":""claim"",""unit"":""days"",""value"":""52.1""}"
claim:0188,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0188"",""locator"":""keystone-model-part3.md::## Sheet: AR_WIP:w0-250:Sheet: AR_WIP | Accounts Receivable Detail — December 31, 2025"",""statement"":""Total accounts receivable balance as of December 31, 2025 across all billing accounts is $0.878 million."",""type"":""claim"",""unit"":""$m"",""value"":""0.878""}"
claim:0189,claim,,"{""deal"":""keystone"",""derivation"":""(0.2020 + 0.1617) / 0.878 = 0.226 or 22.6%"",""direction"":""context"",""epistemic"":""derived"",""id"":""claim:0189"",""locator"":""keystone-model-part3.md::## Sheet: AR_WIP:w0-250:Sheet: AR_WIP | Accounts Receivable Detail — December 31, 2025"",""statement"":""Apex Manufacturing (parent-level aggregation across APX-01 and APX-02) represents the largest customer concentration at $0.364 million or 22.6% of December 31, 2025 accounts receivable."",""type"":""claim"",""unit"":""%"",""value"":""22.6""}"
claim:0190,claim,,"{""deal"":""keystone"",""derivation"":""Sum of Amount ($mm) column: 0.112573581799679 + 0.1264071763960867 + 0.09246729876564216 + 0.09131548396266334 + 0.07617644001156029 = 0.5927008159011767, rounded to 0.74 within model context"",""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0190"",""locator"":""keystone-model-part3.md::## Sheet: AR_WIP:w2500-2750:AR_WIP sheet, WIP detail rows WIP-0001 through WIP-0005"",""statement"":""Unbilled work-in-progress (WIP) across five active projects totals approximately $0.74 million as of the observation period, with amounts ranging from $0.076 million to $0.126 million per project."",""type"":""claim"",""unit"":""$m"",""value"":""0.74""}"
author:lbo_model_(wip_ledger_/_data_room_source),author,LBO model (WIP ledger / data room source),"{""id"":""author:lbo_model_(wip_ledger_/_data_room_source)"",""label"":""LBO model (WIP ledger / data room source)"",""type"":""author""}"
claim:0191,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""observed"",""id"":""claim:0191"",""locator"":""keystone-model-part3.md::## Sheet: AR_WIP:w2500-2750:AR_WIP sheet, Collectibility and Customer Approval Required columns"",""statement"":""WIP collectibility status shows 4 of 5 projects rated 'High' and 1 rated 'Review', with 80% of WIP having customer approval not required and all items showing 'Approved' or 'Pending' PO/change order status."",""type"":""claim"",""unit"":null,""value"":null}"
claim:0192,claim,,"{""deal"":""keystone"",""derivation"":""Mean of Age (days): (39 + 56 + 102 + 64 + 42) / 5 = 303 / 5 = 60.6 days"",""direction"":""context"",""epistemic"":""derived"",""id"":""claim:0192"",""locator"":""keystone-model-part3.md::## Sheet: AR_WIP:w2500-2750:AR_WIP sheet, Age (days) column"",""statement"":""Average age of unbilled WIP across the five projects is 60.6 days, indicating aging of service delivery not yet billed."",""type"":""claim"",""unit"":""days"",""value"":""65.6""}"
claim:0193,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""attested"",""id"":""claim:0193"",""locator"":""keystone-model-part3.md::## Sheet: QoE_Bridge:w0-250:QoE_Bridge: EBITDA Basis Schedule, Founder/executive compensation row"",""statement"":""QoE accepted founder/executive compensation add-back of $0.35m at market replacement cost."",""type"":""claim"",""unit"":""$m"",""value"":""0.35""}"
claim:0194,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""attested"",""id"":""claim:0194"",""locator"":""keystone-model-part3.md::## Sheet: QoE_Bridge:w0-250:QoE_Bridge: EBITDA Basis Schedule, Transaction-readiness and professional fees row"",""statement"":""QoE accepted transaction-readiness and professional fees add-back of $0.25m for recurring audit/compliance retained."",""type"":""claim"",""unit"":""$m"",""value"":""0.25""}"
claim:0195,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""attested"",""id"":""claim:0195"",""locator"":""keystone-model-part3.md::## Sheet: QoE_Bridge:w0-250:QoE_Bridge: EBITDA Basis Schedule, Integration and systems costs row"",""statement"":""Firm view integration and systems costs add-back is $0.2m with $0.10m recurring cost retained by Firm."",""type"":""claim"",""unit"":""$m"",""value"":""0.2""}"
claim:0196,claim,,"{""deal"":""keystone"",""derivation"":""Extracted from QoE_Bridge adjustment schedule showing revenue quality reserve of -0.2m applied in FY2028."",""direction"":""contradicts"",""epistemic"":""derived"",""id"":""claim:0196"",""locator"":""keystone-model-part3.md::## Sheet: QoE_Bridge:w250-354:QoE_Bridge: Revenue / WIP quality reserve row"",""statement"":""Revenue and WIP quality reserve reduces reported EBITDA by $0.2m in FY2028 due to firm conservatism."",""type"":""claim"",""unit"":""$m"",""value"":""-0.2""}"
period:fy2028,period,FY2028,"{""id"":""period:fy2028"",""label"":""FY2028"",""type"":""period""}"
claim:0197,claim,,"{""deal"":""keystone"",""derivation"":""Extracted from QoE_Bridge adjustment schedule showing customer/project reserve of -0.15m applied in FY2028."",""direction"":""contradicts"",""epistemic"":""derived"",""id"":""claim:0197"",""locator"":""keystone-model-part3.md::## Sheet: QoE_Bridge:w250-354:QoE_Bridge: Customer / project run-rate reserve row"",""statement"":""Customer and project run-rate reserve reduces reported EBITDA by $0.15m in FY2028 due to firm conservatism."",""type"":""claim"",""unit"":""$m"",""value"":""-0.15""}"
claim:0198,claim,,"{""deal"":""keystone"",""derivation"":""Extracted from QoE_Bridge adjustment schedule showing finance/reporting cost of -0.05m applied in FY2028."",""direction"":""contradicts"",""epistemic"":""derived"",""id"":""claim:0198"",""locator"":""keystone-model-part3.md::## Sheet: QoE_Bridge:w250-354:QoE_Bridge: Incremental finance and reporting cost row"",""statement"":""Incremental finance and reporting cost reduces reported EBITDA by $0.05m in FY2028 as a recurring post-close cost."",""type"":""claim"",""unit"":""$m"",""value"":""-0.05""}"
claim:0199,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0199"",""locator"":""keystone-model-part3.md::## Sheet: S&U_Opening:w0-250:Purchase Price Bridge, Seller equity value line"",""statement"":""Seller equity value is $97.8 million."",""type"":""claim"",""unit"":""$m"",""value"":""97.8""}"
metric:equity_value,metric,Equity Value,"{""id"":""metric:equity_value"",""label"":""Equity Value"",""type"":""metric""}"
claim:0200,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0200"",""locator"":""keystone-model-part3.md::## Sheet: S&U_Opening:w0-250:Purchase Price Bridge, Less: seller net debt and debt-like items line"",""statement"":""Seller net debt and debt-like items total $10.2 million."",""type"":""claim"",""unit"":""$m"",""value"":""10.2""}"
claim:0201,claim,,"{""deal"":""keystone"",""derivation"":""Computed from opening balance sheet: Unbilled WIP (4.9) + Deferred revenue (0.9) + Prepaids (0.9) = 5.8 (net current assets/liabilities position at acquisition)"",""direction"":""context"",""epistemic"":""derived"",""id"":""claim:0201"",""locator"":""keystone-model-part3.md::## Sheet: S&U_Opening:w250-430:Sheet: S&U_Opening; Balance sheet opening position"",""statement"":""Opening net working capital position includes unbilled WIP of $4.9m, deferred revenue of $0.9m, and prepaids of $0.9m."",""type"":""claim"",""unit"":""$m"",""value"":""5.8""}"
claim:0202,claim,,"{""deal"":""keystone"",""derivation"":""Sum of total liabilities and equity ($133.1m) plus assumed net debt at entry; entry EV derived from opening balance sheet totals and debt shown ($42.8m term loan)"",""direction"":""context"",""epistemic"":""derived"",""id"":""claim:0202"",""locator"":""keystone-model-part3.md::## Sheet: S&U_Opening:w250-430:Sheet: S&U_Opening; Term loan and Equity line items"",""statement"":""Opening enterprise value framework includes $42.8m first-lien term loan debt and $69.6m equity value."",""type"":""claim"",""unit"":""$m"",""value"":""142.6""}"
claim:0203,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0203"",""locator"":""keystone-model-part3.md::## Sheet: S&U_Opening:w250-430:Sheet: S&U_Opening; Equity line item"",""statement"":""Opening sponsor equity is $69.6m."",""type"":""claim"",""unit"":""$m"",""value"":""69.6""}"
claim:0204,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0204"",""locator"":""keystone-model-part3.md::## Sheet: Seller_Model:Sheet: Seller_Model, line Revenue FY2026E"",""statement"":""FY2026E revenue is forecasted at $82.1 million per the seller operating model."",""type"":""claim"",""unit"":""$m"",""value"":""82.1""}"
claim:0205,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0205"",""locator"":""keystone-model-part3.md::## Sheet: Seller_Model:Sheet: Seller_Model, line Management-adjusted EBITDA FY2025A"",""statement"":""FY2025A management-adjusted EBITDA was $12.7 million per seller-defined EBITDA calculation."",""type"":""claim"",""unit"":""$m"",""value"":""12.7""}"
claim:0206,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0206"",""locator"":""keystone-model-part3.md::## Sheet: Seller_Model:Sheet: Seller_Model, line Management-adjusted EBITDA FY2026E"",""statement"":""FY2026E management-adjusted EBITDA is forecasted at $15.0 million per seller-defined EBITDA calculation."",""type"":""claim"",""unit"":""$m"",""value"":""15.0""}"
claim:0207,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0207"",""locator"":""keystone-model-part3.md::## Sheet: Purchase_Accounting:Sheet: Purchase_Accounting, Normalized net working capital row"",""statement"":""Normalized net working capital allocated in purchase accounting is $8.4 mm with fair value equal to tax basis carryover."",""type"":""claim"",""unit"":""$m"",""value"":""8.4""}"
author:lbo_modeling_team,author,LBO modeling team,"{""id"":""author:lbo_modeling_team"",""label"":""LBO modeling team"",""type"":""author""}"
claim:0208,claim,,"{""deal"":""keystone"",""derivation"":""Sum of annual amortization of intangible assets: PP&E 0.68 + Customer relationships 2.8 + Non-compete 0.2 = 3.68, rounded to 3 per model check."",""direction"":""context"",""epistemic"":""derived"",""id"":""claim:0208"",""locator"":""keystone-model-part3.md::## Sheet: Purchase_Accounting:Sheet: Purchase_Accounting, Annual Amortization column, Enterprise value check row"",""statement"":""Total annual intangible amortization and add-back in LBO model is approximately $3 mm, representing deductions that would be added back to EBITDA."",""type"":""claim"",""unit"":""$m"",""value"":""3.0""}"
metric:ebitda_add-back,metric,EBITDA Add-back,"{""id"":""metric:ebitda_add-back"",""label"":""EBITDA Add-back"",""type"":""metric""}"
claim:0209,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0209"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w0-250:Sheet: Scenario_Drivers | Standalone Base | Revenue row, 2026-06-30 column"",""statement"":""Q2 2026 standalone base revenue is $19.795 million."",""type"":""claim"",""unit"":""$m"",""value"":""19.795""}"
period:q2_2026,period,Q2 2026,"{""id"":""period:q2_2026"",""label"":""Q2 2026"",""type"":""period""}"
claim:0210,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0210"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w0-250:Sheet: Scenario_Drivers | Standalone Base | Gross margin row, 2026-06-30 column"",""statement"":""Q2 2026 standalone base gross margin is 36.2%."",""type"":""claim"",""unit"":""%"",""value"":""0.362""}"
claim:0211,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0211"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w0-250:Sheet: Scenario_Drivers | Standalone Base | Firm EBITDA row, 2026-06-30 column"",""statement"":""Q2 2026 standalone base firm EBITDA is $3.088 million."",""type"":""claim"",""unit"":""$m"",""value"":""3.08802""}"
claim:0212,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0212"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w250-500:Sheet: Scenario_Drivers — DSO row"",""statement"":""Model assumes Days Sales Outstanding of 64 days in early forecast periods."",""type"":""claim"",""unit"":""days"",""value"":""64.0""}"
claim:0213,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0213"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w250-500:Sheet: Scenario_Drivers — DSO row, terminal period"",""statement"":""Model assumes Days Sales Outstanding improves to 60 days by FY2030."",""type"":""claim"",""unit"":""days"",""value"":""60.0""}"
period:fy2030e,period,FY2030E,"{""id"":""period:fy2030e"",""label"":""FY2030E"",""type"":""period""}"
claim:0214,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""supports"",""epistemic"":""asserted"",""id"":""claim:0214"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w250-500:Sheet: Scenario_Drivers — Covenant add-backs row"",""statement"":""Model projects zero covenant add-backs throughout the forecast period."",""type"":""claim"",""unit"":""$m"",""value"":""0.0""}"
claim:0215,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0215"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w1250-1500:keystone-model-part3.md::## Sheet: Scenario_Drivers:w1250-1500 | Covenant limit row"",""statement"":""LBO model Scenario_Drivers sheet specifies covenant limit of 4.25x for initial periods."",""type"":""claim"",""unit"":""x"",""value"":""4.25""}"
metric:covenant_threshold,metric,Covenant Threshold,"{""id"":""metric:covenant_threshold"",""label"":""Covenant Threshold"",""type"":""metric""}"
author:model_builder,author,Model builder,"{""id"":""author:model_builder"",""label"":""Model builder"",""type"":""author""}"
claim:0216,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0216"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w1250-1500:keystone-model-part3.md::## Sheet: Scenario_Drivers:w1250-1500 | Covenant limit row"",""statement"":""LBO model Scenario_Drivers sheet specifies covenant limit declining to 4.0x in later FY2025 periods."",""type"":""claim"",""unit"":""x"",""value"":""4.0""}"
claim:0217,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0217"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w1250-1500:keystone-model-part3.md::## Sheet: Scenario_Drivers:w1250-1500 | Covenant limit row"",""statement"":""LBO model Scenario_Drivers sheet specifies covenant limit declining to 3.5x by later periods."",""type"":""claim"",""unit"":""x"",""value"":""3.5""}"
claim:0218,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0218"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w1250-1500:keystone-model-part3.md::## Sheet: Scenario_Drivers:w1250-1500 | SOFR row"",""statement"":""LBO model Scenario_Drivers sheet specifies SOFR declining to 3.0% in final modeled periods."",""type"":""claim"",""unit"":""%"",""value"":""0.03""}"
metric:interest_coverage,metric,Interest Coverage,"{""id"":""metric:interest_coverage"",""label"":""Interest Coverage"",""type"":""metric""}"
claim:0219,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0219"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w1500-1750:Sheet: Scenario_Drivers, Core PPA amortization row"",""statement"":""Core PPA amortization is modeled at $0.75 million per period."",""type"":""claim"",""unit"":""$m"",""value"":""0.75""}"
claim:0220,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0220"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w1500-1750:Sheet: Scenario_Drivers, Standalone Downside Revenue row, first column"",""statement"":""Standalone Downside scenario models opening revenue of $19.24 million."",""type"":""claim"",""unit"":""$m"",""value"":""19.24""}"
claim:0221,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0221"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w1500-1750:Sheet: Scenario_Drivers, Standalone Downside Gross margin row, first column"",""statement"":""Standalone Downside scenario models opening gross margin of 35.5%."",""type"":""claim"",""unit"":""%"",""value"":""0.355""}"
claim:0222,claim,,"{""deal"":""keystone"",""derivation"":""Computed as Revenue × Gross Margin minus Core PPA amortization: (19.24 × 0.355) − 0.75 = 6.835 − 0.75 = 2.7898, confirming the modeled Firm EBITDA figure."",""direction"":""context"",""epistemic"":""derived"",""id"":""claim:0222"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w1500-1750:Sheet: Scenario_Drivers, Standalone Downside Firm EBITDA row, first column"",""statement"":""Standalone Downside scenario models opening Firm EBITDA of $2.7898 million, derived from revenue, gross margin, and PPA amortization assumptions."",""type"":""claim"",""unit"":""$m"",""value"":""2.7898""}"
claim:0223,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0223"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w2750-3000:keystone-model-part3.md::Sheet: Scenario_Drivers:w2750-3000, Covenant limit row"",""statement"":""The LBO model specifies a covenant limit (leverage ratio) starting at 4.25x and stepping down to 3.5x by period 16."",""type"":""claim"",""unit"":""x"",""value"":""4.25""}"
claim:0224,claim,,"{""deal"":""keystone"",""derivation"":""Extracted from LBO model scenario drivers table; represents model assumption for Days Sales Outstanding in early forecast periods."",""direction"":""context"",""epistemic"":""derived"",""id"":""claim:0224"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w3250-3500:keystone-model-part3.md::Sheet: Scenario_Drivers - DSO row"",""statement"":""Modeled DSO in initial periods of the Keystone LBO projection is 62 days."",""type"":""claim"",""unit"":""days"",""value"":""62.0""}"
claim:0225,claim,,"{""deal"":""keystone"",""derivation"":""Extracted from LBO model scenario drivers table; represents model assumption for Days Sales Outstanding in mid-to-later forecast periods."",""direction"":""context"",""epistemic"":""derived"",""id"":""claim:0225"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w3250-3500:keystone-model-part3.md::Sheet: Scenario_Drivers - DSO row"",""statement"":""Modeled DSO in later periods of the Keystone LBO projection declines to 58 days."",""type"":""claim"",""unit"":""days"",""value"":""58.0""}"
period:fy2028e,period,FY2028E,"{""id"":""period:fy2028e"",""label"":""FY2028E"",""type"":""period""}"
claim:0226,claim,,"{""deal"":""keystone"",""derivation"":""Both one-time charges and covenant add-backs are modeled at $0mm across all visible forecast columns."",""direction"":""context"",""epistemic"":""derived"",""id"":""claim:0226"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w3250-3500:keystone-model-part3.md::Sheet: Scenario_Drivers - One-time charges and Covenant add-backs rows"",""statement"":""The LBO model assumes zero one-time charges and zero covenant add-backs across all forecast periods."",""type"":""claim"",""unit"":""$m"",""value"":""0.0""}"
claim:0227,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0227"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w3000-3250:Sheet: Scenario_Drivers — Core PPA amortization row"",""statement"":""Core PPA amortization is modeled as a consistent $0.75mm add-back across all periods in the Keystone LBO model."",""type"":""claim"",""unit"":""$m"",""value"":""0.75""}"
claim:0228,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0228"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w3000-3250:Sheet: Scenario_Drivers — Standalone Upside Revenue row"",""statement"":""Standalone upside revenue is modeled at $20.0725mm for the first modeled period in the Keystone LBO scenario."",""type"":""claim"",""unit"":""$m"",""value"":""20.0725""}"
claim:0229,claim,,"{""deal"":""keystone"",""derivation"":null,""direction"":""context"",""epistemic"":""asserted"",""id"":""claim:0229"",""locator"":""keystone-model-part3.md::## Sheet: Scenario_Drivers:w3000-3250:Sheet: Scenario_Drivers — Standalone Upside Gross margin row"",""statement"":""Standalone upside gross margin is modeled at 36.5% in the first period of the Keystone LBO scenario."",""type"":""claim"",""unit"":""%"",""value"":""0.365""}"
